Name	Length	EffectiveLength	TPM	NumReads
FBgn0267864	485	314.393	0	0
FBgn0085500	687	516.258	0	0
FBgn0085784	479	308.424	0	0
FBgn0262848	1188	1017.07	21.6756	184.205
FBgn0063924	307	136.565	0.408916	0.466608
FBgn0262616	554	383.258	0.312269	1
FBgn0267891	718	547.15	0	0
FBgn0053491	369	198.531	3.80235	6.30755
FBgn0050374	600	429.258	0.278806	1
FBgn0267898	414	243.424	0	0
FBgn0260469	463.5	378.075	0.6331	4
FBgn0267874	253	82.62	0	0
FBgn0030243	4287.23	4131.83	37.7784	1434.56
FBgn0032269	1867	1696.07	0	0
FBgn0266369	2930	2759.07	17.0905	394
FBgn0032596	746.715	582.225	151.001	763
FBgn0033770	631	460.258	0.260027	1
FBgn0259237	2786	2615.07	0	0
FBgn0013685	525	354.258	0.337832	1
FBgn0031021	768	597.15	72.0977	359.737
FBgn0033491	3329	3158.07	6.51819	172
FBgn0051141	961	790.15	0.151464	1
FBgn0284082	778	607.15	0.197117	1
FBgn0036396	1352	1181.07	7.09321	70
FBgn0036641	446.96	360.549	25.3505	151
FBgn0027594	1496.38	1439.33	162.469	5855
FBgn0261954	1710.08	1672.97	42.4845	2736
FBgn0029987	639	468.258	0.255585	1
FBgn0031660	1078.5	916.762	131.551	1065
FBgn0038619	470	384.575	21.3172	137
FBgn0001341	3680	3509.07	7.43506	218
FBgn0037541	1535.92	1498.51	25.177	1440.6
FBgn0016701	717.993	608.706	65.7629	523
FBgn0039110	885.014	799.548	53.9103	720.309
FBgn0038839	2837.5	2666.57	0	0
FBgn0264307	790.229	752.47	9.34892	266.09
FBgn0263355	1658.17	1580.07	44.0746	1273.58
FBgn0032482	677.366	624.325	183.984	3092.98
FBgn0050082	843	672.15	0.35611	2
FBgn0033698	5896	5725.07	16.1592	773
FBgn0032240	268.883	183.259	141.081	430.787
FBgn0029925	1070	899.07	23.2951	175
FBgn0039017	1757	1586.07	6.33836	84
FBgn0259711	908	737.15	9.57891	59
FBgn0051140	1197.85	1163.77	5.74124	280.014
FBgn0004379	1010.71	951.352	20.9259	479
FBgn0036158	782	611.15	0	0
FBgn0031816	1543.48	1413.47	7.01965	109
FBgn0034923	835.5	750.035	23.0572	289
FBgn0039582	1151	980.07	0	0
FBgn0051635	1116.26	1086.74	9.46016	497.475
FBgn0263117	1682.33	1625.36	0.0504992	2.05747
FBgn0030259	717	546.15	0	0
FBgn0029858	1073.49	979.958	10.1582	152
FBgn0260745	372.668	350.782	230.736	5282
FBgn0015791	592.297	505.044	114.673	948
FBgn0051453	1350.6	1207	46.8169	562
FBgn0025574	1068.52	976.733	15.1332	230
FBgn0039637	1640.71	1552.19	102.5	2567
FBgn0016975	2714.67	2657.69	1.38847	92.5
FBgn0023095	2713.73	2615.16	1.53054	58
FBgn0014022	1444	1273.07	14.5713	155
FBgn0035134	1243	1072.07	0.446537	4
FBgn0044826	1797.66	1712.19	61.9999	1774
FBgn0030937	1405	1234.07	0	0
FBgn0085213	715	544.15	0.219939	1
FBgn0039875	1762.08	1637.74	62.1927	1170
FBgn0037736	3598	3427.07	0.0349219	1
FBgn0024732	1435.33	1321.38	16.1821	268
FBgn0053700	1116	945.07	0	0
FBgn0260747	984.86	816.757	238.64	1656
FBgn0038011	1767	1596.07	0	0
FBgn0066365	896.667	839.69	0.190038	4
FBgn0039863	3074.6	2984.92	30.4418	1447.01
FBgn0037721	423.5	338.075	0.708006	4
FBgn0036459	2408	2237.07	0	0
FBgn0038291	1731	1560.07	16.4936	215
FBgn0001114	3225.71	3056.64	1249.93	32275
FBgn0262894	324	153.55	0	0
FBgn0015772	1544.29	1490.08	13.7765	540.838
FBgn0030873	596.654	538.157	86.8385	1141
FBgn0086675	958.444	939.452	0.155913	11.0148
FBgn0038223	2813.19	2699.24	9.12253	308.643
FBgn0027081	842.549	780.529	206.254	3707.34
FBgn0043458	1876.74	1777.72	53.2434	1365.25
FBgn0262010	471	300.424	0.398369	1
FBgn0259963	337	166.55	0	0
FBgn0010238	2156	1985.07	74.2169	1231
FBgn0034184	2807.15	2657.94	26.5313	675
FBgn0000018	1794	1623.07	21.6786	294
FBgn0032809	910	739.15	0.971491	6
FBgn0036605	513	342.327	0.349606	1
FBgn0052280	814.618	691.105	29.2811	234
FBgn0000055	615.176	529.751	0.677438	6
FBgn0033657	3918	3747.07	0.0958186	3
FBgn0030666	1586	1415.07	1.63875	19.3763
FBgn0011202	1777.53	1704.45	32.2422	1074
FBgn0050091	1681	1510.07	0	0
FBgn0033260	2193.99	2082.97	30.6019	820
FBgn0283427	7470.02	7321.4	601.475	42318
FBgn0033740	1106.5	1021.03	17.8165	304
FBgn0011725	679.166	638.099	25.0046	554.897
FBgn0034377	761	590.15	0	0
FBgn0284248	681	510.258	783.389	3340
FBgn0040674	491	405.535	0.22699	1.53831
FBgn0266434	3359	3188.07	0.0187699	0.5
FBgn0036323	1637	1466.07	0	0
FBgn0038260	1973	1802.07	2.98855	45
FBgn0034617	1987	1816.07	7.84214	119
FBgn0262018	3610	3524.53	0.0339562	2
FBgn0031873	840	669.15	19.6738	110
FBgn0032366	866	695.15	0	0
FBgn0035241	2884.43	2776.52	0.952426	35
FBgn0260049	2104.47	1946	132.112	2317
FBgn0267875	162	11.1845	0	0
FBgn0003870	803.205	770.864	32.4006	1103
FBgn0053061	1278	1107.07	0	0
FBgn0041181	4928	4757.07	0.0503165	2
FBgn0039778	933	762.15	0	0
FBgn0014455	1550.13	1384.53	221.065	2639.78
FBgn0030462	453.5	368.075	0.32515	2
FBgn0051832	762	591.15	0.202452	1
FBgn0000259	226.838	200.498	120.907	1314.19
FBgn0261581	717.5	546.755	0	0
FBgn0039271	836	665.15	10.4359	58
FBgn0031463	1194	1023.07	0	0
FBgn0014006	4413.29	4250.12	25.2946	941
FBgn0037150	1456	1285.07	13.1314	141
FBgn0030294	1628	1457.07	14.8668	181
FBgn0036039	744.596	680.062	13.3547	201
FBgn0029676	1649.8	1509.97	49.4487	762.64
FBgn0037475	1444.5	1273.57	0	0
FBgn0053886	595	424.258	0.386011	1.36839
FBgn0052076	1529	1358.07	25.9087	294
FBgn0064126	1535.59	1373.29	35.5097	429.13
FBgn0039115	970	799.15	16.2392	108.436
FBgn0010356	2362	2191.07	16.6596	305
FBgn0051100	1289	1203.54	0.0994401	2
FBgn0263249	318	147.565	0	0
FBgn0039635	398.019	340.464	179.438	1516
FBgn0050010	615.825	473.206	3.5909	17
FBgn0034495	1429	1258.07	15.2651	160.466
FBgn0005617	3623.42	3461.65	30.1029	920
FBgn0030703	794.586	701.108	117.532	1259
FBgn0036574	1897.5	1818.29	16.2246	531.943
FBgn0038742	1418	1247.07	69.7692	727
FBgn0003162	788.748	706.432	4.73195	58
FBgn0046999	672	501.258	0	0
FBgn0037345	831	660.15	13.7782	76
FBgn0037050	837.054	742.561	9.17711	103
FBgn0029783	590.397	500.353	10.5842	84
FBgn0261269	3645	3474.07	3.92723	114
FBgn0264270	174.325	160.985	35.6241	614
FBgn0259822	846.572	818.536	0.0962126	4.01188
FBgn0034035	1562	1391.07	28.0472	326
FBgn0039270	868	697.15	13.0469	76
FBgn0031626	1990	1819.07	0	0
FBgn0051324	675.084	617.083	37.4841	569.574
FBgn0260858	1469	1298.07	47.8508	519
FBgn0031874	1407.63	1264.1	7.55243	95
FBgn0262719	7878	7707.07	0.357157	23
FBgn0082831	3365	3279.54	24.6706	1352.08
FBgn0259239	2759	2588.07	0.0924856	2
FBgn0036146	755	584.15	3.89269	19
FBgn0035073	3322	3151.07	11.1663	294
FBgn0020371	789	618.15	0	0
FBgn0032845	764.5	679.035	8.54811	97
FBgn0283651	3751.67	3596.3	1.27064	42.0047
FBgn0267824	2632	2461.07	45.0792	927
FBgn0069973	304.231	246.529	19.0183	116
FBgn0036301	1709	1538.07	18.597	239
FBgn0265048	4744	4573.07	184.267	7041
FBgn0261057	237.5	67.1476	0	0
FBgn0052564	1448	1277.07	0	0
FBgn0030797	778.361	680.608	21.1251	210.005
FBgn0001296	1140.23	1051.15	2.96699	49.9999
FBgn0259972	706	535.317	0	0
FBgn0053986	871	700.15	0	0
FBgn0032435	2743	2572.07	0.093061	2
FBgn0033905	658.09	562.567	15.9309	134
FBgn0029539	639.5	468.758	0	0
FBgn0030502	1477.5	1392.04	77.3771	1800
FBgn0032554	1230	1059.07	0	0
FBgn0036410	1010.5	925.035	0.517514	8
FBgn0025390	2737.71	2662.51	2.32917	117.789
FBgn0038394	1047	876.07	0.691962	5.06525
FBgn0029715	1081	910.07	61.2818	466
FBgn0034911	6361	6190.07	0.0966707	5
FBgn0263982	803	632.15	0.0946607	0.5
FBgn0026063	2494	2408.53	2.19877	88.5
FBgn0032375	769	598.15	0.200083	1
FBgn0035421	1684	1513.07	16.3731	207
FBgn0053899	413	242.424	0	0
FBgn0033665	1878	1707.07	11.2874	161
FBgn0085380	3223	3052.07	0	0
FBgn0053846	1023	852.07	0.751777	5.35234
FBgn0037493	813	642.15	0	0
FBgn0053701	315	144.565	0	0
FBgn0032189	1259	1088.07	14.519	132
FBgn0033726	683	512.258	0	0
FBgn0037526	1222.08	1124.38	7.53483	123.841
FBgn0028902	2027	1856.07	0.12896	2
FBgn0050289	1164	993.07	0.120515	1
FBgn0038131	1100	929.07	0	0
FBgn0004910	438.255	391.131	0.168765	2
FBgn0037715	478.528	399.907	26.1538	190
FBgn0038151	1571	1400.07	0	0
FBgn0005391	1584.5	1413.57	0	0
FBgn0265416	3420.05	3304.54	0.147177	6.014
FBgn0033115	699.901	609.249	11.9808	115
FBgn0029587	1570.06	1480.19	1.27189	29.9195
FBgn0034300	2076.69	2006.28	11.8926	484
FBgn0265464	2788	2617.07	4.48158	98
FBgn0036112	761	590.15	0	0
FBgn0262730	2381.73	2330.95	19.7111	1292.36
FBgn0262512	659	488.258	76.4761	312
FBgn0015279	1949.93	1874.18	49.9159	1764
FBgn0039831	1027.92	965.293	62.8747	1384.1
FBgn0261673	225.5	204.134	0.586281	8
FBgn0026570	678.687	584.577	37.761	335
FBgn0031574	1718.5	1633.04	6.41258	175
FBgn0036761	966.167	873.254	49.7641	668
FBgn0085385	4756.67	4585.74	0	0
FBgn0027296	1238.18	1133.84	8.56928	133
FBgn0033259	2863	2692.07	31.1639	701
FBgn0033616	1893	1722.07	10.4246	150
FBgn0030224	1034	863.07	0	0
FBgn0016685	910.432	740.397	300.991	1871
FBgn0003888	1763.93	1644.13	213.281	4180.41
FBgn0025381	1889.16	1740.33	316.215	5280.77
FBgn0052667	368	197.531	1.21175	2
FBgn0031771	1517.26	1350.36	133.962	1548
FBgn0042133	1168	997.07	6.36166	53
FBgn0028546	540.487	454.066	79.5566	597
FBgn0037620	1159	988.07	1.4535	12
FBgn0086710	159.237	102.331	3453.41	8851
FBgn0000046	642.516	577.068	1.07766	13.5709
FBgn0034568	1743	1657.54	0.180508	5
FBgn0035464	1136.76	1050.07	42.5419	736
FBgn0032331	1716	1545.07	0.232377	3
FBgn0261380	1356	1185.07	23.2276	230
FBgn0039196	1506	1335.07	0	0
FBgn0051683	1927	1756.07	0	0
FBgn0011754	801.278	750.652	19.1246	405
FBgn0003250	1349	1178.07	0.203179	2
FBgn0028872	1850.33	1679.4	0	0
FBgn0003975	3463	3292.07	0.0727078	2
FBgn0039958	546.404	500.52	28.5837	445.329
FBgn0034201	1441.5	1270.75	0	0
FBgn0032390	818.717	653.571	51.5345	291.156
FBgn0031144	708.91	647.449	33.8305	509
FBgn0037481	943	772.15	18.1344	117
FBgn0033457	1053	882.07	23.8798	176
FBgn0037974	675.966	580.831	27.4077	238.989
FBgn0038033	3901	3730.07	0	0
FBgn0029689	2699	2528.07	11.0776	234
FBgn0036784	2074	1903.07	0	0
FBgn0085458	750	579.15	0	0
FBgn0053865	493	322.393	0	0
FBgn0033787	583.118	494.652	5.38449	43
FBgn0031955	2803	2717.53	0.374338	17
FBgn0054011	1090	919.07	0	0
FBgn0051092	2186.57	2091.79	1.17393	37.0043
FBgn0003218	1462.36	1411.1	14.8283	583
FBgn0029687	1253.41	1169.93	65.0237	1301.43
FBgn0033460	2287.02	2202.97	46.0516	1724
FBgn0039664	1033.53	912.4	7.30592	78.5982
FBgn0037802	1114	943.07	7.10664	56
FBgn0014002	1040.83	955.312	747.811	11930.7
FBgn0051454	1736	1565.07	0.152938	2
FBgn0046886	1227	1056.07	0	0
FBgn0261060	329	158.55	0	0
FBgn0039349	754.187	684.899	20.9665	296
FBgn0036230	922.5	751.65	0	0
FBgn0085599	1023	852.07	8.48352	60.3992
FBgn0030292	477	306.424	57.023	146
FBgn0039132	379.293	315.763	55.9376	397
FBgn0032790	1215	1044.07	12.953	113
FBgn0261837	1824	1653.07	1.32874	18.3532
FBgn0029996	1339.41	1249.19	48.2429	954
FBgn0264830	262	91.62	0	0
FBgn0083972	706	535.204	3.13061	14
FBgn0052221	1606	1435.07	9.257	111
FBgn0061209	595	424.258	0	0
FBgn0019938	5078	4907.07	29.95	1228
FBgn0029920	757	586.15	0	0
FBgn0259728	885	714.15	5.98328	35.7033
FBgn0260455	739	568.15	0	0
FBgn0033785	1397.19	1271.65	6.28969	91
FBgn0250839	274.75	232.018	0.128955	1
FBgn0267887	453	282.424	0	0
FBgn0267365	936	765.15	20.0209	128
FBgn0032150	848.873	714.6	5.6571	43
FBgn0035360	606.825	546.621	1.6194	21
FBgn0050120	2533	2362.07	0.573939	11.3276
FBgn0035833	3722	3551.07	13.818	410
FBgn0034849	774	603.15	48.5502	244.679
FBgn0035041	2855	2684.07	0.0891777	2
FBgn0037067	876	705.15	0.169722	1
FBgn0263197	671.057	651.909	68.1726	3315
FBgn0033724	619.864	457.731	20.1095	81
FBgn0265201	476	305.424	0.838956	2.14103
FBgn0031690	357.25	314.517	0.665907	7
FBgn0035009	576	405.258	0	0
FBgn0052601	967	796.15	0.601292	4
FBgn0033996	972.5	887.035	16.9326	251
FBgn0034437	2768	2597.07	0.0460826	1
FBgn0031247	748	577.15	20.2892	97.8436
FBgn0039552	649	478.258	0	0
FBgn0030990	1933.94	1773.89	117.047	1852.72
FBgn0015925	1712.94	1566.59	27.9315	427
FBgn0029959	996.098	851.831	32.7284	276
FBgn0001276	727	556.15	24.7472	115
FBgn0036277	437	266.424	99.2748	221
FBgn0052643	548	377.258	0.317236	1
FBgn0263782	3818	3647.07	10.3319	314.852
FBgn0035695	1960.5	1875.04	0.191484	6
FBgn0034138	313.899	228.446	3901.76	14881
FBgn0035997	1784.41	1688.82	23.0644	582
FBgn0028541	2461	2290.07	60.8832	1165
FBgn0260454	2398	2227.07	0.0527223	0.981088
FBgn0053666	666	495.258	0	0
FBgn0051860	2260.5	2089.57	0	0
FBgn0035312	1183	1012.07	24.7901	209.637
FBgn0036236	1075	904.07	0.133006	1.00474
FBgn0259735	2517.59	2450.22	118.639	6162.7
FBgn0037094	935.977	884.134	42.0001	1023
FBgn0051953	715	544.15	0.00332578	0.0151214
FBgn0029523	2309	2138.07	0.751326	13.4224
FBgn0035374	1144	973.07	58.9131	479
FBgn0034514	440	269.424	0	0
FBgn0038934	4629	4458.07	0.134588	5.01341
FBgn0036360	2534	2363.07	0.0506458	1
FBgn0014465	1046.5	961.035	0.311983	5.01048
FBgn0038471	1102	931.07	24.1655	188
FBgn0038047	1623	1452.07	2.8847	35
FBgn0064237	1495	1324.07	0	0
FBgn0032036	415.911	386.211	344.173	6392
FBgn0038207	740	569.15	0.210278	1
FBgn0259821	1639	1576.55	1.83037	66
FBgn0032084	1396	1225.07	1.17231	12
FBgn0014427	1176	1005.07	13.9319	117
FBgn0031257	1924.12	1798.89	45.2318	928
FBgn0041094	2093.48	1936.25	75.3598	1325.52
FBgn0033988	2216	2045.07	29.8457	510
FBgn0015558	1254.74	1202.52	0.942911	31.0096
FBgn0053847	493	322.393	0	0
FBgn0001986	3585	3414.07	37.719	1076
FBgn0032078	805.673	736.767	193.435	2954.01
FBgn0038551	1645	1474.07	29.2284	360
FBgn0000808	795.545	727.117	7.31398	111
FBgn0036895	3746	3575.07	0.0334762	1
FBgn0266455	280	109.591	0	0
FBgn0031575	1468.71	1382.27	10.2451	234
FBgn0033880	1145	974.07	4.05456	33
FBgn0051661	1341	1170.07	0	0
FBgn0283476	12442	12271.1	0.0682709	7
FBgn0032882	1961	1790.07	32.8139	490.803
FBgn0025700	446.983	361.275	117.824	709
FBgn0039811	514	343.327	0	0
FBgn0086447	396.777	230.478	31.3427	61.9042
FBgn0000463	1182	1125.02	0.0709198	2
FBgn0034748	1924	1753.07	17.8181	261
FBgn0042138	331.097	285.839	96.1153	867
FBgn0017556	1211.5	1040.57	0	0
FBgn0267423	640	469.258	0	0
FBgn0052843	3274	3103.07	0	0
FBgn0250827	860	689.15	0	0
FBgn0023536	2345	2174.07	3.02768	55
FBgn0263236	1014.57	958.359	1.14992	28
FBgn0039379	1894	1723.07	33.27	479
FBgn0263842	318	147.565	0	0
FBgn0259676	1753	1582.07	24.2828	321
FBgn0050005	887	716.15	30.3404	181.554
FBgn0036842	1426.16	1338.99	32.9099	722
FBgn0026718	919.801	820.157	4.93386	58
FBgn0034061	656	485.258	39.2143	159
FBgn0038877	2124	1953.07	52.9171	863.562
FBgn0262588	777	606.15	17.7698	90
FBgn0264979	1304.75	1140.2	14.3483	142
FBgn0010772	1200.84	1137.71	31.7792	818
FBgn0034127	2103	1932.07	1.48665	24
FBgn0261850	2797	2626.07	20.1436	442
FBgn0037853	1642	1471.07	81.1928	998
FBgn0038851	978	807.07	2.22434	15
FBgn0083942	2228.5	2143.03	0.0199466	0.714345
FBgn0004915	705	619.535	38.5387	399
FBgn0265630	3018.75	2932.76	25.2911	1232
FBgn0034870	870	699.15	0.171179	1
FBgn0036483	3113.91	2982.25	7.44952	241
FBgn0026869	6166.05	5997.77	29.1341	1483.04
FBgn0051404	981	810.07	0.14774	1
FBgn0050446	2303	2132.07	0.336798	6
FBgn0033020	669.5	498.758	0	0
FBgn0036450	2644	2473.07	36.0529	745
FBgn0085479	1472	1301.07	0.0919856	1
FBgn0003067	2486	2315.07	26.7785	518
FBgn0036813	1221	1050.07	46.387	407
FBgn0261353	1529	1358.07	45.8571	520.365
FBgn0037045	1081	910.07	8.15337	62
FBgn0030114	782.539	733.364	42.489	905
FBgn0046685	2895	2724.07	40.5951	924
FBgn0031951	1105.93	940.646	30.9884	251.887
FBgn0030310	707.609	543.995	370.583	1759
FBgn0032251	1029	858.07	10.7396	77
FBgn0036009	1497	1326.07	0	0
FBgn0039266	476.992	423.484	47.1531	533
FBgn0034194	1759	1588.07	22.91	304
FBgn0004554	273	187.629	0.318927	1
FBgn0003360	354.019	317.041	388.016	4751.43
FBgn0030320	1114.31	1061.48	16.4456	472.001
FBgn0261639	849	678.15	10.4346	59.1266
FBgn0030812	2171.85	2089.88	40.3725	1470
FBgn0052091	2967	2796.07	1.02727	24
FBgn0039183	3009.58	2844.27	28.6094	703
FBgn0000299	4727.43	4585.57	620.097	28629
FBgn0004892	2611	2440.07	0.0490476	1
FBgn0038602	615	444.258	0	0
FBgn0037260	1785	1614.07	0.889773	12
FBgn0052668	2676	2505.07	0.716625	15
FBgn0001250	4145.57	4021.53	0.73443	34.009
FBgn0036795	1548	1377.07	0	0
FBgn0015321	417.912	355.887	50.8856	417
FBgn0030202	348	177.55	0	0
FBgn0030244	482.5	397.075	0.301403	2
FBgn0039501	2472	2301.07	6.44929	124
FBgn0038127	935	764.15	0	0
FBgn0003129	2566	2395.07	0.0999383	2
FBgn0033100	289.815	201.099	37.4141	121
FBgn0013954	633	462.258	896.579	3463
FBgn0030832	708	537.204	0	0
FBgn0264738	1067	896.07	0	0
FBgn0036302	727.28	671.088	61.7927	1054
FBgn0011205	641.947	587.137	52.7491	807.035
FBgn0028700	638	552.535	35.0894	324
FBgn0039927	1302.8	1236.17	5.06936	134.326
FBgn0038079	719.667	548.853	0	0
FBgn0040066	839.089	751.991	56.933	702.048
FBgn0030833	2777.49	2655.54	3.73002	116
FBgn0036656	715.5	630.035	1.20386	12.6751
FBgn0053531	4748.07	4577.89	0.286305	11
FBgn0033982	2048.03	1941.79	0.483395	12.6188
FBgn0085237	380	209.491	0	0
FBgn0052086	1524	1353.07	0	0
FBgn0284247	12280.5	12109.6	0	0
FBgn0039434	1030	859.07	0	0
FBgn0051933	2076	1905.07	0	0
FBgn0038830	670	499.258	19.4183	81.0055
FBgn0035294	1682	1511.07	72.8441	919.727
FBgn0040793	417	246.424	448.755	924
FBgn0014179	2042	1871.07	0	0
FBgn0031145	282.964	225.272	270.99	1510.62
FBgn0033234	2292	2121.07	0.919492	16.2961
FBgn0040343	250	164.68	0.726738	2
FBgn0050491	979.112	832.607	2.61004	21.1854
FBgn0034420	489.38	463.787	119.509	3093
FBgn0054008	715	544.15	4.6495	21.14
FBgn0037297	799.03	714.043	19.3337	232
FBgn0031725	2661.5	2490.57	0	0
FBgn0039307	1248	1077.07	0	0
FBgn0035435	735.333	621.38	7.70412	60
FBgn0013810	12202	12031.1	2.93453	295
FBgn0030494	858	687.15	0.522504	3
FBgn0039055	3473	3302.07	28.3427	782
FBgn0040308	687.395	573.724	65.2004	470.001
FBgn0039620	2274	2103.07	1.5934	28
FBgn0015765	1408.02	1242.76	16.9457	182
FBgn0031270	689.216	526.756	4.53953	21
FBgn0029795	1676	1505.07	0.874694	11
FBgn0030049	1126	1079.26	60.832	2006.19
FBgn0052702	11349	11178.1	4.92506	460
FBgn0032938	682.947	648.532	36.3002	977
FBgn0037760	3890.45	3745.37	36.1264	1332
FBgn0259832	474	303.424	9.94171	25.2052
FBgn0020440	2624.26	2526.14	13.3263	490
FBgn0004590	639	468.258	0	0
FBgn0024941	1388.5	1303.04	0.0459234	1
FBgn0035084	898.729	782.944	13.0889	126.41
FBgn0266490	244.003	159.673	127.321	343.665
FBgn0038752	2194	2023.07	0	0
FBgn0051643	2890	2719.07	0	0
FBgn0030746	2366.11	2256.57	0.883709	26
FBgn0015714	784.665	698.155	82.1031	946.331
FBgn0037506	1426	1255.07	0.476785	5
FBgn0266977	516	345.327	0	0
FBgn0035077	1165	994.07	0.00507125	0.0421223
FBgn0053109	1025	854.07	0.140129	1
FBgn0002933	523	352.258	0	0
FBgn0085331	825	654.15	0	0
FBgn0261584	1589.6	1429.72	11.9008	152
FBgn0033362	753.849	689.705	8.0095	123
FBgn0030575	731.581	639.701	3.51977	35
FBgn0015572	1749	1578.07	0.455036	6
FBgn0013276	2375	2204.07	14.2111	261.717
FBgn0032613	2123	1952.07	20.232	330
FBgn0036225	1146	975.07	0	0
FBgn0052208	514	343.327	0	0
FBgn0017567	819	648.15	160.828	871
FBgn0014388	1874.3	1781.02	588.734	16053.6
FBgn0046763	1934	1763.07	100.94	1487
FBgn0037061	627	456.258	23.0822	87.997
FBgn0030941	2415	2244.07	55.1448	1034
FBgn0029809	1433	1262.07	0	0
FBgn0053120	2301	2130.07	1.23609	22
FBgn0015614	1122.02	967.028	78.6726	701.053
FBgn0033498	1268	1097.07	0.218181	2
FBgn0022224	396	225.448	37.1596	70
FBgn0033729	794.5	623.664	0	0
FBgn0260453	818.002	723.514	0.276047	3.01891
FBgn0039160	1362	1191.07	62.733	624.329
FBgn0032750	1371	1200.07	7.37981	74
FBgn0033979	847	761.535	0.628623	8
FBgn0032651	1360	1189.07	0	0
FBgn0050376	941	770.15	0	0
