Name	Length	EffectiveLength	TPM	NumReads
FBgn0267593	610	436.823	0	0
FBgn0058100	394	220.971	7.65456	13.0051
FBgn0264888	465	291.917	0	0
FBgn0037143	1446	1272.66	0	0
FBgn0262510	501	327.857	2.19512	5.53348
FBgn0263771	276	103.034	0	0
FBgn0053315	421	247.971	0.524496	1
FBgn0267051	629	455.823	0	0
FBgn0050029	480	306.897	0	0
FBgn0085791	1041	867.663	0	0
FBgn0085804	252	79.0619	0	0
FBgn0267876	766	592.663	0	0
FBgn0267494	656	482.776	0	0
FBgn0085792	1211	1037.66	3.42502	27.326
FBgn0053013	2636	2462.66	0	0
FBgn0266211	1668	1494.66	1.91436	22
FBgn0267884	453	279.946	0	0
FBgn0265141	1303	1129.66	0	0
FBgn0051292	418	244.959	0	0
FBgn0053294	1610.37	1471.84	1.41235	20
FBgn0000280	166	12.8795	10.0982	1
FBgn0262885	102	36.9469	0	0
FBgn0262852	1188	1014.66	5.76141	44.9476
FBgn0011812	456	282.946	0.459664	1
FBgn0265533	384.5	211.471	0	0
FBgn0052496	778	604.663	1.74736	8.12369
FBgn0052009	2960	2786.66	0.162099	3.47314
FBgn0262688	493	319.857	0.40662	1
FBgn0053222	541	367.823	0.00365482	0.0103362
FBgn0266940	581	407.823	0	0
FBgn0051615	315	141.988	0	0
FBgn0262565	802	628.663	1.03442	5
FBgn0263002	361	187.971	0	0
FBgn0053498	369	195.971	0	0
FBgn0084049	531	357.823	19.3242	53.165
FBgn0263211	352	178.971	0	0
FBgn0267872	775	601.663	0	0
FBgn0262031	330	156.988	37.8952	45.7411
FBgn0267014	274	101.034	14.4495	11.2248
FBgn0039987	184	20.3754	0	0
FBgn0261640	810	636.663	0	0
FBgn0052761	71	19.2687	0	0
FBgn0267863	274	101.034	0	0
FBgn0052034	74	20.8889	0	0
FBgn0262795	735	561.721	0	0
FBgn0261856	450	276.946	0.939245	2
FBgn0051485	73	20.169	0	0
FBgn0267610	864	690.663	0	0
FBgn0262851	1188	1014.66	8.64211	67.4214
FBgn0053416	143	41.749	28.0375	9
FBgn0267520	357	183.971	10.3476	14.6368
FBgn0267054	629	455.823	0	0
FBgn0085765	30	31	1.39849	0.333333
FBgn0267424	659	485.776	0	0
FBgn0030116	1305	1131.66	0	0
FBgn0031135	363	189.971	0	0
FBgn0263213	224	51.1455	2.93883	1.15568
FBgn0267878	266	93.0534	0	0
FBgn0058441	177	16.7707	0	0
FBgn0267864	485	311.857	0	0
FBgn0085500	687	513.776	0	0
FBgn0085784	479	305.888	0	0
FBgn0262848	1188	1014.66	1.87018e-08	1.45902e-07
FBgn0063924	307	133.988	2.43111	2.50453
FBgn0262616	554	380.823	0	0
FBgn0267891	718	544.776	0	0
FBgn0053491	369	195.971	1.87493	2.8251
FBgn0050374	600	426.823	0.304716	1
FBgn0267898	414	240.971	0	0
FBgn0260469	463.5	376.832	1.55313	9
FBgn0267874	253	80.0619	0	0
FBgn0030243	4271.49	4115.42	39.7572	1397.29
FBgn0032269	1867	1693.66	0	0
FBgn0266369	2930	2756.66	21.2311	450
FBgn0032596	739.579	574.382	193.143	895
FBgn0033770	631	457.823	0.284083	1
FBgn0259237	2786	2612.66	0	0
FBgn0013685	525	351.823	0.739348	2
FBgn0031021	768	594.663	63.7254	291.367
FBgn0033491	3329	3155.66	7.00285	169.911
FBgn0051141	961	787.663	0.165121	1
FBgn0284082	778	604.663	0	0
FBgn0036396	1352	1178.66	6.95176	63
FBgn0036641	445.057	357.644	36.8618	201
FBgn0027594	1382.2	1328.66	135.099	4468.99
FBgn0261954	2102.65	2056.14	53.5148	3152.9
FBgn0029987	639	465.823	1.67523	6
FBgn0031660	1107.61	939.037	143.857	1068
FBgn0038619	504.971	411.597	17.1921	101
FBgn0001341	3680	3506.66	9.71742	262
FBgn0037541	1508.13	1470.88	32.4959	1710.48
FBgn0016701	821.74	700.044	63.001	483
FBgn0039110	885.006	798.335	67.9349	833.993
FBgn0038839	1403	1316.33	0.0494025	1
FBgn0264307	818.569	777.323	8.513	213.825
FBgn0263355	1674.52	1591.82	46.7877	1200.17
FBgn0032482	686.99	632.395	148.593	2293.99
FBgn0050082	843	669.663	0.582651	3
FBgn0033698	5896	5722.66	20.1363	886
FBgn0032240	266.997	180.277	147.536	408.382
FBgn0029925	1070	896.663	25.3836	175
FBgn0039017	1757	1583.66	8.07981	98.383
FBgn0259711	908	734.663	14.1627	80
FBgn0051140	1230.24	1194.45	7.2831	324.011
FBgn0004379	966.333	908.553	26.5783	557
FBgn0036158	782	608.663	0	0
FBgn0031816	1566.09	1431.81	12.3855	176
FBgn0034923	835.5	748.83	26.1812	301.481
FBgn0039582	1151	977.663	0	0
FBgn0051635	1000.54	973.328	10.342	493
FBgn0263117	1682.33	1624.55	0.0549705	2.05988
FBgn0030259	717	543.776	0	0
FBgn0029858	892.5	805.83	14.2031	176
FBgn0260745	390.174	367.029	177.53	3752
FBgn0015791	584.497	496.847	114.629	866
FBgn0051453	1409.8	1252.4	62.3302	661
FBgn0025574	1200.89	1102.02	23.763	353
FBgn0039637	1693.13	1600.54	78.9074	1818
FBgn0016975	2627.26	2571.39	2.04617	125.5
FBgn0023095	2083.54	2007.74	1.89777	67.0001
FBgn0014022	1444	1270.66	19.0382	186
FBgn0035134	1243	1069.66	0.607949	5
FBgn0044826	1776.52	1689.85	72.3859	1881
FBgn0030937	1405	1231.66	0	0
FBgn0085213	715	541.776	0.240062	1
FBgn0039875	1680.38	1561.75	68.7138	1205.57
FBgn0037736	3598	3424.66	0.265842	7
FBgn0024732	1435.33	1319.77	20.8262	317
FBgn0053700	1116	942.663	0	0
FBgn0260747	988.903	817.478	239.006	1519
FBgn0038011	1767	1593.66	0	0
FBgn0066365	2786	2612.66	0	0
FBgn0039863	2987.21	2898.92	37.6142	1646
FBgn0037721	423.5	336.832	1.73758	9
FBgn0036459	2408	2234.66	0	0
FBgn0038291	1731	1557.66	14.445	173
FBgn0001114	3238.82	3066.65	1019.15	24193
FBgn0262894	324	150.988	0	0
FBgn0015772	1523.47	1468.99	14.2474	512.001
FBgn0030873	566.445	509.633	92.4202	1104.96
FBgn0086675	999.755	979.34	0.227611	14.5523
FBgn0038223	2743.12	2631.21	11.2035	351.091
FBgn0027081	893.953	827.274	216.564	3581
FBgn0043458	1849.84	1750.65	62.8186	1477.61
FBgn0262010	471	297.888	0	0
FBgn0259963	337	163.988	0	0
FBgn0010238	2156	1982.66	107.057	1632
FBgn0034184	2298.76	2165.28	33.1172	716
FBgn0000018	1794	1620.66	22.7913	284
FBgn0032809	910	736.663	1.05932	6
FBgn0036605	513	339.823	0	0
FBgn0052280	751.359	636.339	36.3411	267.955
FBgn0000055	264.25	220.916	0.294366	2
FBgn0033657	3918	3744.66	0.0694642	2
FBgn0030666	1586	1412.66	1.21438	13.1901
FBgn0011202	1794.48	1719.95	38.1067	1172
FBgn0050091	1681	1507.66	0	0
FBgn0033260	2518.24	2388.55	35.9725	883
FBgn0283427	7428.33	7278.43	947.379	61308
FBgn0033740	1106.5	1019.83	19.7035	309
FBgn0011725	693.131	650.505	27.7873	565.174
FBgn0034377	761	587.663	0.221317	1
FBgn0284248	681	507.776	789.157	3081
FBgn0040674	712.5	539.304	0	0
FBgn0266434	3359	3185.66	0.204133	5
FBgn0036323	1637	1463.66	0	0
FBgn0038260	1973	1799.66	2.02353	28
FBgn0034617	1987	1813.66	13.912	194
FBgn0262018	3610	3523.33	0.018457	1
FBgn0031873	840	666.663	25.3618	130
FBgn0032366	866	692.663	0	0
FBgn0035241	2553	2466.33	0.633294	24.0183
FBgn0260049	2117.77	1956.08	169.197	2728
FBgn0267875	162	12.4971	0	0
FBgn0003870	691.788	663.038	32.6958	1004.95
FBgn0053061	634	547.33	0.118813	1
FBgn0041181	4928	4754.66	0	0
FBgn0039778	933	759.663	0.171208	1
FBgn0014455	1535.62	1369.08	252.957	2771.56
FBgn0030462	936.667	763.33	0	0
FBgn0051832	762	588.663	0.662824	3
FBgn0000259	227.759	202.789	120.327	1302.42
FBgn0261581	507	333.857	0.389568	1
FBgn0039271	836	662.663	10.5985	54
FBgn0031463	1194	1020.66	0	0
FBgn0014006	4441.89	4275.19	31.8901	1090
FBgn0037150	1456	1282.66	11.5594	114
FBgn0030294	1628	1454.66	14.4843	162
FBgn0036039	740.068	672.896	15.7291	210
FBgn0029676	1722.54	1574.44	67.5161	956.583
FBgn0037475	1444.5	1271.16	0	0
FBgn0053886	595	421.823	2.86747e-08	9.30005e-08
FBgn0052076	1529	1355.66	29.8368	311
FBgn0064126	1343.08	1198.23	45.5497	502.196
FBgn0039115	970	796.663	21.0218	128.766
FBgn0010356	2362	2188.66	19.3129	325
FBgn0051100	2312	2138.66	0.182441	3
FBgn0263249	318	144.988	0	0
FBgn0039635	404.504	344.947	185.77	1434
FBgn0050010	611.324	468.088	3.67556	16
FBgn0034495	1429	1255.66	17.812	171.965
FBgn0005617	3649.14	3483.3	29.5783	828
FBgn0030703	717.708	631.473	111.276	1086
FBgn0036574	2492.23	2385.16	17.2029	510.756
FBgn0038742	1418	1244.66	72.2055	691
FBgn0003162	771.614	690.442	6.5276	74
FBgn0046999	672	498.776	0	0
FBgn0037345	831	657.663	17.0074	86
FBgn0037050	786.438	694.983	9.1043	92.2075
FBgn0029783	592.281	500.715	9.05612	66
FBgn0261269	3548.55	3380.89	5.50711	148
FBgn0264270	150.944	138.849	49.6719	760
FBgn0259822	2230.5	2143.83	0.060667	2
FBgn0034035	1562	1388.66	29.3151	313
FBgn0039270	868	694.663	12.357	66
FBgn0031626	1990	1816.66	0	0
FBgn0051324	679.101	620.193	57.0586	800.619
FBgn0260858	1469	1295.66	44.3684	442
FBgn0031874	969.006	874.156	6.35014	78
FBgn0262719	7877.99	7704.65	0.337613	20
FBgn0082831	3365.01	3278.34	32.1943	1623
FBgn0259239	1955	1868.33	0.208839	6
FBgn0036146	755	581.663	4.02481	18
FBgn0035073	3322	3148.66	17.168	415.625
FBgn0020371	789	615.663	0	0
FBgn0032845	764.5	677.83	7.02357	73.2092
FBgn0283651	4048	3874.66	1.20911	36.021
FBgn0267824	2632	2458.66	35.9182	679
FBgn0069973	300.652	242.457	16.9291	94
FBgn0036301	1709	1535.66	15.1162	178.482
FBgn0265048	4744	4570.66	173.293	6090
FBgn0261057	237.5	64.6527	0	0
FBgn0052564	1448	1274.66	0	0
FBgn0030797	799.554	704.201	19.3626	190.581
FBgn0001296	1292.65	1191.6	3.18159	50
FBgn0259972	706	532.826	0	0
FBgn0053986	871	697.663	0	0
FBgn0032435	2743	2569.66	0.101227	2
FBgn0033905	612.495	520.32	20.4699	154
FBgn0029539	639.5	466.323	0	0
FBgn0030502	1492.89	1405.42	77.3815	1657
FBgn0032554	1230	1056.66	0	0
FBgn0036410	1724.01	1587.49	0.774308	12
FBgn0025390	3620.59	3522.05	4.14042	197.251
FBgn0038394	1047	873.663	0.744337	5
FBgn0029715	1081	907.663	69.2096	483
FBgn0034911	6361	6187.66	0.252231	12
FBgn0263982	803	629.663	0	0
FBgn0026063	2494	2407.33	1.90444	70.5
FBgn0032375	769	595.663	0.218345	1
FBgn0035421	1684	1510.66	22.2124	258
FBgn0053899	413	239.971	0	0
FBgn0033665	1878	1704.66	10.0712	132
FBgn0085380	3223	3049.66	0	0
FBgn0053846	1023	849.663	0.642923	4.20012
FBgn0037493	813	639.663	0	0
FBgn0053701	315	141.988	0	0
FBgn0032189	1259	1085.66	11.7402	98
FBgn0033726	683	509.776	0	0
FBgn0037526	1199.1	1101.13	7.97795	119.514
FBgn0028902	2027	1853.66	0.280655	4
FBgn0050289	1164	990.663	0.131286	1
FBgn0038131	1100	926.663	0	0
FBgn0004910	1837	1663.66	0	0
FBgn0037715	781.079	648.99	24.2816	159
FBgn0038151	1571	1397.66	0	0
FBgn0005391	1553	1379.66	0.377078	4
FBgn0265416	3451.5	3364.83	0.0386752	2.00116
FBgn0033115	925.357	806.713	15.3385	139
FBgn0029587	1570.79	1480.24	1.28489	27.9965
FBgn0034300	2091.26	2019.34	14.9379	559
FBgn0265464	2788	2614.66	6.56602	132
FBgn0036112	761	587.663	0	0
FBgn0262730	2650.77	2594.99	27.8174	1724.83
FBgn0262512	659	485.776	96.3852	360
FBgn0015279	1680.61	1614.53	58.3787	1901
FBgn0039831	1048.75	985.086	65.2486	1345.61
FBgn0261673	315.986	286.799	6.94861	91
FBgn0026570	651.393	559.439	49.2076	399
FBgn0031574	1737.3	1650.13	6.61941	167
FBgn0036761	1056.32	954.054	52.1168	648
FBgn0085385	4756.67	4583.33	0	0
FBgn0027296	1306.03	1191.93	10.7736	150
FBgn0033259	2863	2689.66	30.7541	636
FBgn0033616	1893	1719.66	9.75641	129
FBgn0030224	1034	860.663	0.151116	1
FBgn0016685	900.774	730.502	348.214	1991
FBgn0003888	1783.94	1661.07	354.709	6391.18
FBgn0025381	1918.26	1763.94	356.46	5430.48
FBgn0052667	368	194.971	1.33414	2
FBgn0031771	1507.93	1339.74	114.722	1217.96
FBgn0042133	1168	994.663	4.57653	35
FBgn0028546	531.917	445.546	86.6908	596
FBgn0037620	1159	985.663	2.50708	19
FBgn0086710	159.136	101.404	2909.45	6802
FBgn0000046	580.88	518.915	2.24446	25.0506
FBgn0034568	3291	3117.66	0.29202	7
FBgn0035464	1134.77	1047.03	53.6346	853
FBgn0032331	1716	1542.66	0.168618	2
FBgn0261380	1356	1182.66	21.7745	198
FBgn0039196	1506	1332.66	0	0
FBgn0051683	943.237	854.11	2.11093	26.9608
FBgn0011754	1268.87	1193.24	24.7478	520.436
FBgn0003250	1349	1175.66	0.110627	1
FBgn0028872	1850.33	1676.99	0	0
FBgn0003975	3463	3289.66	0.276752	7
FBgn0039958	605.256	554.291	32.2351	467.258
FBgn0034201	1441.5	1268.3	0	0
FBgn0032390	831.784	660.987	60.2974	311
FBgn0031144	721.298	658.43	38.9733	544
FBgn0037481	943	769.663	21.9678	130
FBgn0033457	1053	879.663	25.1349	170
FBgn0037974	653.239	558.598	19.3384	152.122
FBgn0038033	866.619	800.952	0.278886	4.53361
FBgn0029689	2699	2525.66	12.5134	243
FBgn0036784	2074	1900.66	0	0
FBgn0085458	750	576.721	0	0
FBgn0053865	493	319.857	0.851619	2.09439
FBgn0033787	547.254	459.597	5.86739	41
FBgn0031955	2803	2716.33	0.0718211	3
FBgn0054011	1090	916.663	0	0
FBgn0051092	558.082	534.613	7.04511	213.887
FBgn0003218	1227.64	1185.96	16.5868	629
FBgn0029687	1253.13	1168.5	77.8118	1431.9
FBgn0033460	2295.79	2210.14	52.7731	1815
FBgn0039664	1047.08	917.757	9.85137	93.1742
FBgn0037802	1114	940.663	6.91321	50
FBgn0014002	1040	953.33	907.117	13298.2
FBgn0051454	1736	1562.66	0.499378	6
FBgn0046886	1227	1053.66	0	0
FBgn0261060	329	155.988	0	0
FBgn0039349	596.274	540.778	20.1739	262
FBgn0036230	922.5	749.163	0	0
FBgn0085599	1023	849.663	8.40468	54.9065
FBgn0030292	477	303.888	67.6219	158
FBgn0039132	419.206	347.445	61.6781	397.999
FBgn0032790	1215	1041.66	14.4835	116
FBgn0261837	1824	1650.66	2.59216	32.8985
FBgn0029996	1391.65	1296.69	37.4167	681
FBgn0264830	262	89.0534	0	0
FBgn0083972	706	532.776	2.68529	11
FBgn0052221	1606	1432.66	11.7109	129
FBgn0061209	595	421.823	0	0
FBgn0019938	5078	4904.66	30.7339	1159
FBgn0029920	757	583.663	0	0
FBgn0259728	885	711.663	9.5498	52.2546
FBgn0260455	739	565.721	0	0
FBgn0033785	1218.13	1107.06	9.15061	121.558
FBgn0250839	403.667	345.887	0.125339	1
FBgn0267887	453	279.946	0	0
FBgn0267365	936	762.663	28.8203	169
FBgn0032150	332	274.221	5.05908	32
FBgn0035360	1370.08	1234.58	1.15296	14
FBgn0050120	2533	2359.66	0.726109	13.1737
FBgn0035833	3722	3548.66	15.9429	435
FBgn0034849	766.835	595.568	61.848	286.636
FBgn0035041	2855	2681.66	0.286835	5.91416
FBgn0037067	876	702.663	0	0
FBgn0263197	726.441	704.795	77.292	3354
FBgn0033724	625.458	455.667	43.6554	156
FBgn0265201	476	302.888	0.930354	2.16664
FBgn0031690	357.25	313.915	0.517894	5
FBgn0035009	576	402.823	0	0
FBgn0052601	967	793.663	0.24581	1.5
FBgn0033996	972.5	885.83	18.206	248
FBgn0034437	2768	2594.66	0	0
FBgn0031247	748	574.721	23.9755	105.945
FBgn0039552	649	475.776	0	0
FBgn0030990	1932.79	1770.65	108.072	1573
FBgn0015925	1469.29	1342.17	34.1119	480
FBgn0029959	1044.38	888.256	29.8046	226
FBgn0001276	727	553.721	25.1326	107
FBgn0036277	437	263.946	125.652	255
FBgn0052643	548	374.823	0	0
FBgn0263782	3818	3644.66	12.2242	342.558
FBgn0035695	4620	4446.66	0.116996	4
FBgn0034138	314.057	227.351	3621.48	12644
FBgn0035997	1852.68	1752.48	23.5942	550
FBgn0028541	2461	2287.66	68.4508	1204
FBgn0260454	2398	2224.66	0.0572952	0.980028
FBgn0053666	666	492.776	0	0
FBgn0051860	2260.5	2087.16	0	0
FBgn0035312	1183	1009.66	15.6581	121.555
FBgn0036236	1075	901.663	0	0
FBgn0259735	2508.17	2441.43	134.5	6557.91
FBgn0037094	1009.18	952.357	43.7348	977
FBgn0051953	715	541.776	0.511477	2.1306
FBgn0029523	2309	2135.66	1.76163	28.927
FBgn0035374	1144	970.663	68.0674	508
FBgn0034514	440	266.946	0	0
FBgn0038934	4629	4455.66	0.116777	4.00062
FBgn0036360	2534	2360.66	0.110189	2
FBgn0014465	945.188	826.177	0.216168	2
FBgn0038471	1102	928.663	22.4081	160
FBgn0038047	1623	1449.66	3.40926	38
FBgn0064237	1495	1321.66	0	0
FBgn0032036	409.71	380	261.344	4455
FBgn0038207	740	566.721	0.229496	1
FBgn0259821	1632.74	1569.81	5.38404	179
FBgn0032084	1152.79	1014.49	2.65936	26
FBgn0014427	1176	1002.66	12.0635	93
FBgn0031257	1966.82	1837.12	60.5507	1143.06
FBgn0041094	2071.7	1915.24	68.7628	1121.85
FBgn0033988	2216	2042.66	33.3003	523
FBgn0015558	981.971	942.315	0.728954	23.0855
FBgn0053847	493	319.857	0.851619	2.09439
FBgn0001986	3585	3411.66	39.5708	1038
FBgn0032078	787.198	718.625	290.542	4058
FBgn0038551	1645	1471.66	27.9269	316
FBgn0000808	992.636	907.581	6.68009	94.9999
FBgn0036895	3746	3572.66	0.0364042	1
FBgn0266455	280	107.034	0	0
FBgn0031575	1421.94	1314.22	15.4979	252
FBgn0033880	1145	971.663	4.01559	30
FBgn0051661	1341	1167.66	0	0
FBgn0283476	12442	12268.7	0.042404	4
FBgn0032882	1961	1787.66	44.1858	607.33
FBgn0025700	448.341	361.189	152.262	841
FBgn0039811	514	340.823	0	0
FBgn0086447	391.021	225.746	37.9562	68.9732
FBgn0000463	2290.5	2203.83	0.0590961	2.00274
FBgn0034748	1924	1750.66	18.5725	249.994
FBgn0042138	367.034	316.184	88.9329	737
FBgn0017556	1211.5	1038.16	0	0
FBgn0267423	640	466.823	0	0
FBgn0052843	1309	1239.59	0.0420133	0.999999
FBgn0250827	860	686.663	0.757635	4
FBgn0023536	2345	2171.66	4.37194	73
FBgn0263236	1028.04	970.353	1.2044	27
FBgn0039379	1894	1720.66	41.4218	548
FBgn0263842	318	144.988	0	0
FBgn0259676	1753	1579.66	23.4652	285
FBgn0050005	887	713.663	32.3022	177.248
FBgn0036842	1407.2	1319.74	38.3898	772
FBgn0026718	1016.97	902.392	5.14449	54
FBgn0034061	656	482.776	47.6839	177
FBgn0038877	2124	1950.66	31.7884	476.768
FBgn0262588	777	603.663	15.297	71
FBgn0264979	1305.47	1138.33	12.2286	111
FBgn0010772	1225.62	1160.32	29.729	704
FBgn0034127	2103	1929.66	0.741404	11
FBgn0261850	2797	2623.66	24.9347	503
FBgn0037853	1642	1468.66	90.7707	1025
FBgn0038851	978	804.663	3.07102	19
FBgn0083942	2506.5	2333.24	0	0
FBgn0004915	705	618.33	43.3301	412
FBgn0265630	3019.13	2931.92	27.6966	1241
FBgn0034870	870	696.663	0	0
FBgn0036483	2689.14	2576.59	8.16155	249
FBgn0026869	6169.19	5998.17	33.0141	1543.2
FBgn0051404	981	807.663	0.161033	1
FBgn0050446	2303	2129.66	0.183212	3
FBgn0033020	666.995	493.772	0.263399	1
FBgn0036450	2644	2470.66	42.4292	806
FBgn0085479	1472	1298.66	0.400597	4
FBgn0003067	2486	2312.66	24.8569	441.994
FBgn0036813	1221	1047.66	40.7189	328
FBgn0261353	1529	1355.66	56.7809	591.848
FBgn0037045	1081	907.663	7.59443	53
FBgn0030114	774.264	724.084	34.9946	673
FBgn0046685	2895	2721.66	52.04	1089
FBgn0031951	1094.03	930.947	32.2521	245.365
FBgn0030310	706.966	541.284	388.495	1691
FBgn0032251	1002	835.593	8.81595	59
FBgn0036009	1497	1323.66	0	0
FBgn0039266	537.276	478.1	55.9071	602
FBgn0034194	1759	1585.66	26.7393	326
FBgn0004554	569.5	396.323	0	0
FBgn0003360	774.684	697.01	48.055	574.718
FBgn0030320	1208.98	1150.75	21.1476	557
FBgn0261639	849	675.663	7.76552	40.342
FBgn0030812	2177.98	2094.67	46.5181	1558.82
FBgn0052091	2967	2793.66	1.62944	35
FBgn0039183	3031.17	2862.08	31.4726	710
FBgn0000299	4718.24	4574.66	1251.26	53135
FBgn0004892	2611	2437.66	0	0
FBgn0038602	615	441.823	0	0
FBgn0037260	1785	1611.66	0.565312	7.00517
FBgn0052668	2676	2502.66	0.831498	16
FBgn0001250	5649	5475.66	0.712571	30
FBgn0036795	1548	1374.66	0	0
FBgn0015321	412.463	350.134	64.9142	486
FBgn0030202	348	174.971	0	0
FBgn0030244	482.5	395.832	1.15001	7
FBgn0039501	2472	2298.66	6.90285	122
FBgn0038127	935	761.663	0	0
FBgn0003129	2566	2392.66	0.0544097	1.00095
FBgn0033100	289.392	199.496	41.625	123
FBgn0013954	633	459.823	1114.7	3941
FBgn0030832	708	534.776	0	0
FBgn0264738	1067	893.663	0	0
FBgn0036302	1063.53	985.842	59.1896	1001
FBgn0011205	568.92	517.856	57.8187	781.482
FBgn0028700	638	551.33	35.3852	300
FBgn0039927	1303.53	1236.02	7.35618	179.496
FBgn0038079	719.667	546.393	0	0
FBgn0040066	871.028	780.307	51.5552	591
FBgn0030833	2947.2	2812.92	4.47736	125
FBgn0036656	697.728	597.861	1.83259	14.6182
FBgn0053531	1453.33	1395.55	0.0621306	2
FBgn0033982	1350.78	1254.68	0.494672	8.60745
FBgn0085237	380	206.971	0	0
FBgn0052086	1524	1350.66	0	0
FBgn0284247	12134	11960.7	0.010874	1
FBgn0039434	1030	856.663	0.151822	1
FBgn0051933	2076	1902.66	0	0
FBgn0038830	670	496.776	18.5911	71.0102
FBgn0035294	1682	1508.66	76.0478	882.135
FBgn0040793	417	243.971	522.967	981
FBgn0014179	2042	1868.66	0	0
FBgn0031145	289.373	230.58	262.533	1372.21
FBgn0033234	886.526	809.385	0.718242	10.0438
FBgn0040343	250	163.429	0.397911	1
FBgn0050491	1088	914.663	4.26583	30
FBgn0034420	391.574	370.538	127.449	2992
FBgn0054008	715	541.776	7.71512	32.138
FBgn0037297	855.161	763.011	18.3953	203
FBgn0031725	2661.5	2488.16	0	0
FBgn0039307	1248	1074.66	0.121024	1
FBgn0035435	735.333	619.775	8.81372	63
FBgn0013810	12202	12028.7	4.13038	382
FBgn0030494	858	684.663	0	0
FBgn0039055	3473	3299.66	30.7052	779
FBgn0040308	739.91	616.361	89.1891	593
FBgn0039620	2274	2100.66	0.990621	16
FBgn0015765	1450	1276.66	16.6056	163
FBgn0031270	687.078	519.369	3.87907	16
FBgn0029795	1676	1502.66	1.38485	16
FBgn0030049	1096.28	1050.07	61.8532	1873.24
FBgn0052702	11349	11175.7	6.38915	549
FBgn0032938	753.916	718.418	45.3424	1223
FBgn0037760	3826.09	3682.6	35.5812	1217
FBgn0259832	474	300.888	14.3881	33.2861
FBgn0020440	2849.85	2741.8	14.9319	505
FBgn0004590	639	465.823	0	0
FBgn0024941	1388.5	1301.83	0.15278	3.05849
FBgn0035084	1117.1	981.3	7.7134	74.2847
FBgn0266490	243.177	157.593	120.952	296.5
FBgn0038752	2194	2020.66	0	0
FBgn0051643	1421	1334.33	0.048736	1
FBgn0030746	1483.72	1416.96	0.777717	22
FBgn0015714	807.502	717.698	61.761	657.83
FBgn0037506	1426	1252.66	0.31148	3
FBgn0266977	516	342.823	0	0
FBgn0035077	1165	991.663	0	0
FBgn0053109	1025	851.663	0	0
FBgn0002933	523	349.823	0	0
FBgn0085331	825	651.663	0	0
FBgn0261584	1585.66	1425.81	3.53309	42
FBgn0033362	664.945	606.358	5.50965	75.9999
FBgn0030575	730.473	637.382	5.808	53
FBgn0015572	1749	1575.66	1.1556	14
FBgn0013276	2375	2201.66	20.4208	345.684
FBgn0032613	2123	1949.66	18.8786	283
FBgn0036225	1146	972.663	0	0
FBgn0052208	514	340.823	0	0
FBgn0017567	819	645.663	157.12	780
FBgn0014388	1860.74	1766.58	569.364	14237.3
FBgn0046763	1934	1760.66	86.4278	1170
FBgn0037061	627	453.823	27.799	97
FBgn0030941	2415	2241.66	58.3095	1005
FBgn0029809	1433	1259.66	0	0
FBgn0053120	2301	2127.66	1.83384	30
FBgn0015614	1126	965.758	88.2569	708.928
FBgn0033498	1268	1094.66	0.118813	1
FBgn0022224	396	222.971	52.4973	90
FBgn0033729	794.5	621.243	0	0
FBgn0260453	2145.96	1984.98	0.0620629	1.01997
FBgn0039160	1362	1188.66	66.6387	609.034
FBgn0032750	1371	1197.66	9.44775	87
FBgn0033979	847	760.33	0.684228	8
